"Observation station","Year","Month","Day","Time [Local time]","Wind direction mean [°]","Wind speed mean [m/s]"
"Oulu Vihreäsaari harbour","2023","5","1","23:20","172.8","2"
"Oulu Vihreäsaari harbour","2023","5","1","23:30","163.4","2.6"
"Oulu Vihreäsaari harbour","2023","5","1","23:40","158.2","3"
"Oulu Vihreäsaari harbour","2023","5","1","23:50","164.4","3.5"
"Oulu Vihreäsaari harbour","2023","5","2","00:00","165","3.8"
"Oulu Vihreäsaari harbour","2023","5","2","00:10","161.3","4"
"Oulu Vihreäsaari harbour","2023","5","2","00:20","166.1","3.8"
"Oulu Vihreäsaari harbour","2023","5","2","00:30","168.9","3.9"
"Oulu Vihreäsaari harbour","2023","5","2","00:40","167.6","3.6"
"Oulu Vihreäsaari harbour","2023","5","2","00:50","161.9","3.3"
"Oulu Vihreäsaari harbour","2023","5","2","01:00","153.9","2.8"
"Oulu Vihreäsaari harbour","2023","5","2","01:10","150.9","2.8"
"Oulu Vihreäsaari harbour","2023","5","2","01:20","155.7","3.3"
"Oulu Vihreäsaari harbour","2023","5","2","01:30","155.4","3.9"
"Oulu Vihreäsaari harbour","2023","5","2","01:40","156.1","3.7"
"Oulu Vihreäsaari harbour","2023","5","2","01:50","153.6","3.3"
"Oulu Vihreäsaari harbour","2023","5","2","02:00","154.6","3.6"
"Oulu Vihreäsaari harbour","2023","5","2","02:10","159.7","4.2"
"Oulu Vihreäsaari harbour","2023","5","2","02:20","157.4","4"
"Oulu Vihreäsaari harbour","2023","5","2","02:30","150.8","3.1"
"Oulu Vihreäsaari harbour","2023","5","2","02:40","161.4","4"
"Oulu Vihreäsaari harbour","2023","5","2","02:50","154.6","3.6"
"Oulu Vihreäsaari harbour","2023","5","2","03:00","145.6","3.2"
"Oulu Vihreäsaari harbour","2023","5","2","03:10","148.5","3.3"
"Oulu Vihreäsaari harbour","2023","5","2","03:20","141.5","3"
"Oulu Vihreäsaari harbour","2023","5","2","03:30","151.8","3.5"
"Oulu Vihreäsaari harbour","2023","5","2","03:40","152.8","3.5"
"Oulu Vihreäsaari harbour","2023","5","2","03:50","153.7","3.3"
"Oulu Vihreäsaari harbour","2023","5","2","04:00","156.8","3.5"
"Oulu Vihreäsaari harbour","2023","5","2","04:10","161.3","3.8"
"Oulu Vihreäsaari harbour","2023","5","2","04:20","162.7","3.9"
"Oulu Vihreäsaari harbour","2023","5","2","04:30","158.8","3.6"
"Oulu Vihreäsaari harbour","2023","5","2","04:40","158.6","3.7"
"Oulu Vihreäsaari harbour","2023","5","2","04:50","161.5","3.9"
"Oulu Vihreäsaari harbour","2023","5","2","05:00","158.2","3.6"
"Oulu Vihreäsaari harbour","2023","5","2","05:10","157.8","3.5"
"Oulu Vihreäsaari harbour","2023","5","2","05:20","158.2","3.5"
"Oulu Vihreäsaari harbour","2023","5","2","05:30","156.4","3.4"
"Oulu Vihreäsaari harbour","2023","5","2","05:40","157.8","3.4"
"Oulu Vihreäsaari harbour","2023","5","2","05:50","157.4","3.5"
"Oulu Vihreäsaari harbour","2023","5","2","06:00","154.5","3.3"
"Oulu Vihreäsaari harbour","2023","5","2","06:10","151.4","3"
"Oulu Vihreäsaari harbour","2023","5","2","06:20","151.2","2.8"
"Oulu Vihreäsaari harbour","2023","5","2","06:30","150","2.9"
"Oulu Vihreäsaari harbour","2023","5","2","06:40","150.5","2.9"
"Oulu Vihreäsaari harbour","2023","5","2","06:50","151.2","3.1"
"Oulu Vihreäsaari harbour","2023","5","2","07:00","150.7","2.7"
"Oulu Vihreäsaari harbour","2023","5","2","07:10","146.2","2.7"
"Oulu Vihreäsaari harbour","2023","5","2","07:20","145.3","2.6"
"Oulu Vihreäsaari harbour","2023","5","2","07:30","150.5","2.5"
"Oulu Vihreäsaari harbour","2023","5","2","07:40","149.4","2.9"
"Oulu Vihreäsaari harbour","2023","5","2","07:50","152.9","3.2"
"Oulu Vihreäsaari harbour","2023","5","2","08:00","153.9","3.7"
"Oulu Vihreäsaari harbour","2023","5","2","08:10","150.9","3.7"
"Oulu Vihreäsaari harbour","2023","5","2","08:20","145.1","2.8"
"Oulu Vihreäsaari harbour","2023","5","2","08:30","132.6","1.4"
"Oulu Vihreäsaari harbour","2023","5","2","08:40","150.8","1.9"
"Oulu Vihreäsaari harbour","2023","5","2","08:50","152.9","1.9"
"Oulu Vihreäsaari harbour","2023","5","2","09:00","155.4","1.8"
"Oulu Vihreäsaari harbour","2023","5","2","09:10","132.8","1.1"
"Oulu Vihreäsaari harbour","2023","5","2","09:20","139.3","0.9"
"Oulu Vihreäsaari harbour","2023","5","2","09:30","135.3","0.3"
"Oulu Vihreäsaari harbour","2023","5","2","09:40","346","0.6"
"Oulu Vihreäsaari harbour","2023","5","2","09:50","353.8","1.6"
"Oulu Vihreäsaari harbour","2023","5","2","10:00","355.8","2"
"Oulu Vihreäsaari harbour","2023","5","2","10:10","348.6","2.5"
"Oulu Vihreäsaari harbour","2023","5","2","10:20","346.6","2.7"
"Oulu Vihreäsaari harbour","2023","5","2","10:30","348.4","2.8"
"Oulu Vihreäsaari harbour","2023","5","2","10:40","345.6","2.9"
"Oulu Vihreäsaari harbour","2023","5","2","10:50","350.1","3.1"
"Oulu Vihreäsaari harbour","2023","5","2","11:00","354.1","3.2"
"Oulu Vihreäsaari harbour","2023","5","2","11:10","355.2","3.2"
"Oulu Vihreäsaari harbour","2023","5","2","11:20","357.3","2.9"
"Oulu Vihreäsaari harbour","2023","5","2","11:30","355.8","2.9"
"Oulu Vihreäsaari harbour","2023","5","2","11:40","347.3","3.2"
"Oulu Vihreäsaari harbour","2023","5","2","11:50","343.9","3.2"
"Oulu Vihreäsaari harbour","2023","5","2","12:00","346.9","3.1"
"Oulu Vihreäsaari harbour","2023","5","2","12:10","341.1","3.3"
"Oulu Vihreäsaari harbour","2023","5","2","12:20","338.6","3.6"
"Oulu Vihreäsaari harbour","2023","5","2","12:30","330.6","4.2"
"Oulu Vihreäsaari harbour","2023","5","2","12:40","326.6","4.7"
"Oulu Vihreäsaari harbour","2023","5","2","12:50","327.8","5.3"
"Oulu Vihreäsaari harbour","2023","5","2","13:00","324.7","5.7"
"Oulu Vihreäsaari harbour","2023","5","2","13:10","320.2","5.6"
"Oulu Vihreäsaari harbour","2023","5","2","13:20","322.4","6.3"
"Oulu Vihreäsaari harbour","2023","5","2","13:30","323.4","6.7"
"Oulu Vihreäsaari harbour","2023","5","2","13:40","325.8","6.6"
"Oulu Vihreäsaari harbour","2023","5","2","13:50","325.2","6.9"
"Oulu Vihreäsaari harbour","2023","5","2","14:00","324.7","6.8"
"Oulu Vihreäsaari harbour","2023","5","2","14:10","323.2","7"
"Oulu Vihreäsaari harbour","2023","5","2","14:20","320.8","6.5"
"Oulu Vihreäsaari harbour","2023","5","2","14:30","321.2","6.6"
"Oulu Vihreäsaari harbour","2023","5","2","14:40","316.4","6.7"
"Oulu Vihreäsaari harbour","2023","5","2","14:50","313.7","6.7"
"Oulu Vihreäsaari harbour","2023","5","2","15:00","319.7","7.4"
"Oulu Vihreäsaari harbour","2023","5","2","15:10","319","7.2"
"Oulu Vihreäsaari harbour","2023","5","2","15:20","321.1","6.7"
"Oulu Vihreäsaari harbour","2023","5","2","15:30","319.8","5.9"
"Oulu Vihreäsaari harbour","2023","5","2","15:40","320.8","6.5"
"Oulu Vihreäsaari harbour","2023","5","2","15:50","324.7","7.7"
"Oulu Vihreäsaari harbour","2023","5","2","16:00","322.8","7.9"
"Oulu Vihreäsaari harbour","2023","5","2","16:10","326.9","7.4"
"Oulu Vihreäsaari harbour","2023","5","2","16:20","322.4","6.6"
"Oulu Vihreäsaari harbour","2023","5","2","16:30","322.4","6.7"
"Oulu Vihreäsaari harbour","2023","5","2","16:40","325","6.3"
"Oulu Vihreäsaari harbour","2023","5","2","16:50","326.2","6.9"
"Oulu Vihreäsaari harbour","2023","5","2","17:00","328.7","7.9"
"Oulu Vihreäsaari harbour","2023","5","2","17:10","324.2","7.1"
"Oulu Vihreäsaari harbour","2023","5","2","17:20","323.5","7.5"
"Oulu Vihreäsaari harbour","2023","5","2","17:30","324.3","7.6"
"Oulu Vihreäsaari harbour","2023","5","2","17:40","327.3","8.3"
"Oulu Vihreäsaari harbour","2023","5","2","17:50","332","7.1"
"Oulu Vihreäsaari harbour","2023","5","2","18:00","343.8","7"
"Oulu Vihreäsaari harbour","2023","5","2","18:10","349.6","6.9"
"Oulu Vihreäsaari harbour","2023","5","2","18:20","344.9","6.8"
"Oulu Vihreäsaari harbour","2023","5","2","18:30","337.3","6.9"
"Oulu Vihreäsaari harbour","2023","5","2","18:40","334.7","7.7"
"Oulu Vihreäsaari harbour","2023","5","2","18:50","334.3","8.2"
"Oulu Vihreäsaari harbour","2023","5","2","19:00","334.3","8.3"
"Oulu Vihreäsaari harbour","2023","5","2","19:10","333.1","7.9"
"Oulu Vihreäsaari harbour","2023","5","2","19:20","334.2","7.6"
"Oulu Vihreäsaari harbour","2023","5","2","19:30","335.2","7.6"
"Oulu Vihreäsaari harbour","2023","5","2","19:40","339.2","8"
"Oulu Vihreäsaari harbour","2023","5","2","19:50","339.6","8.1"
"Oulu Vihreäsaari harbour","2023","5","2","20:00","339.7","8.4"
"Oulu Vihreäsaari harbour","2023","5","2","20:10","340.5","8.1"
"Oulu Vihreäsaari harbour","2023","5","2","20:20","340.4","7.7"
"Oulu Vihreäsaari harbour","2023","5","2","20:30","340.1","7.3"
"Oulu Vihreäsaari harbour","2023","5","2","20:40","336.5","7.7"
"Oulu Vihreäsaari harbour","2023","5","2","20:50","336.9","8.2"
"Oulu Vihreäsaari harbour","2023","5","2","21:00","337.4","8.1"
"Oulu Vihreäsaari harbour","2023","5","2","21:10","338.1","8.2"
"Oulu Vihreäsaari harbour","2023","5","2","21:20","336.8","8.3"
"Oulu Vihreäsaari harbour","2023","5","2","21:30","340.7","7.7"
"Oulu Vihreäsaari harbour","2023","5","2","21:40","345.4","6.9"
"Oulu Vihreäsaari harbour","2023","5","2","21:50","346.5","6.4"
"Oulu Vihreäsaari harbour","2023","5","2","22:00","348.1","6.1"
"Oulu Vihreäsaari harbour","2023","5","2","22:10","350.1","5.8"
"Oulu Vihreäsaari harbour","2023","5","2","22:20","346.3","5.8"
"Oulu Vihreäsaari harbour","2023","5","2","22:30","352.9","5.9"
"Oulu Vihreäsaari harbour","2023","5","2","22:40","355.3","5.7"
"Oulu Vihreäsaari harbour","2023","5","2","22:50","352.6","5.6"
"Oulu Vihreäsaari harbour","2023","5","2","23:00","353.7","6"
"Oulu Vihreäsaari harbour","2023","5","2","23:10","353.2","5.8"
"Oulu Vihreäsaari harbour","2023","5","2","23:20","356.6","6.1"
"Oulu Vihreäsaari harbour","2023","5","2","23:30","356.5","6.7"
"Oulu Vihreäsaari harbour","2023","5","2","23:40","140.4","6.6"
"Oulu Vihreäsaari harbour","2023","5","2","23:50","41.1","6"
"Oulu Vihreäsaari harbour","2023","5","3","00:00","1.5","5.9"
"Oulu Vihreäsaari harbour","2023","5","3","00:10","1.6","6"
"Oulu Vihreäsaari harbour","2023","5","3","00:20","337.5","6.2"
"Oulu Vihreäsaari harbour","2023","5","3","00:30","219.7","6.4"
"Oulu Vihreäsaari harbour","2023","5","3","00:40","6.1","5.8"
"Oulu Vihreäsaari harbour","2023","5","3","00:50","63.9","5.3"
"Oulu Vihreäsaari harbour","2023","5","3","01:00","299.3","5.7"
"Oulu Vihreäsaari harbour","2023","5","3","01:10","1.7","6.1"
"Oulu Vihreäsaari harbour","2023","5","3","01:20","297.9","6.2"
"Oulu Vihreäsaari harbour","2023","5","3","01:30","258.2","6.5"
"Oulu Vihreäsaari harbour","2023","5","3","01:40","4.8","5.8"
"Oulu Vihreäsaari harbour","2023","5","3","01:50","7.3","5.4"
"Oulu Vihreäsaari harbour","2023","5","3","02:00","10.9","5.6"
"Oulu Vihreäsaari harbour","2023","5","3","02:10","6.3","5.8"
"Oulu Vihreäsaari harbour","2023","5","3","02:20","338.6","5.3"
"Oulu Vihreäsaari harbour","2023","5","3","02:30","62.8","5.2"
"Oulu Vihreäsaari harbour","2023","5","3","02:40","6.4","5.2"
"Oulu Vihreäsaari harbour","2023","5","3","02:50","5.2","5.5"
"Oulu Vihreäsaari harbour","2023","5","3","03:00","2.9","5.4"
"Oulu Vihreäsaari harbour","2023","5","3","03:10","101.1","5.2"
"Oulu Vihreäsaari harbour","2023","5","3","03:20","357.6","5.5"
"Oulu Vihreäsaari harbour","2023","5","3","03:30","356.3","6.1"
"Oulu Vihreäsaari harbour","2023","5","3","03:40","352.5","6.1"
"Oulu Vihreäsaari harbour","2023","5","3","03:50","353.9","6.1"
"Oulu Vihreäsaari harbour","2023","5","3","04:00","219.2","5.5"
"Oulu Vihreäsaari harbour","2023","5","3","04:10","336.9","5.4"
"Oulu Vihreäsaari harbour","2023","5","3","04:20","358.4","5.4"
"Oulu Vihreäsaari harbour","2023","5","3","04:30","356.6","5.3"
"Oulu Vihreäsaari harbour","2023","5","3","04:40","358.9","5.4"
"Oulu Vihreäsaari harbour","2023","5","3","04:50","353.4","6"
"Oulu Vihreäsaari harbour","2023","5","3","05:00","354.3","6.5"
"Oulu Vihreäsaari harbour","2023","5","3","05:10","180.2","6.3"
"Oulu Vihreäsaari harbour","2023","5","3","05:20","6.8","6.5"
"Oulu Vihreäsaari harbour","2023","5","3","05:30","9.4","6.6"
"Oulu Vihreäsaari harbour","2023","5","3","05:40","9.4","6.6"
"Oulu Vihreäsaari harbour","2023","5","3","05:50","16.1","6.8"
"Oulu Vihreäsaari harbour","2023","5","3","06:00","20.4","7.2"
"Oulu Vihreäsaari harbour","2023","5","3","06:10","20.3","7"
"Oulu Vihreäsaari harbour","2023","5","3","06:20","17.2","7.2"
"Oulu Vihreäsaari harbour","2023","5","3","06:30","9.8","7.1"
"Oulu Vihreäsaari harbour","2023","5","3","06:40","5.7","7.1"
"Oulu Vihreäsaari harbour","2023","5","3","06:50","11.8","7.4"
"Oulu Vihreäsaari harbour","2023","5","3","07:00","10.2","7.6"
"Oulu Vihreäsaari harbour","2023","5","3","07:10","13.1","7.9"
"Oulu Vihreäsaari harbour","2023","5","3","07:20","16.6","9.1"
"Oulu Vihreäsaari harbour","2023","5","3","07:30","18.8","7.9"
"Oulu Vihreäsaari harbour","2023","5","3","07:40","20.5","8.6"
"Oulu Vihreäsaari harbour","2023","5","3","07:50","17.4","7.9"
"Oulu Vihreäsaari harbour","2023","5","3","08:00","13.6","8"
"Oulu Vihreäsaari harbour","2023","5","3","08:10","17.3","8.6"
"Oulu Vihreäsaari harbour","2023","5","3","08:20","20.1","7.7"
"Oulu Vihreäsaari harbour","2023","5","3","08:30","14.9","8.6"
"Oulu Vihreäsaari harbour","2023","5","3","08:40","13.3","8.2"
"Oulu Vihreäsaari harbour","2023","5","3","08:50","18.3","8.6"
"Oulu Vihreäsaari harbour","2023","5","3","09:00","16.1","7.4"
"Oulu Vihreäsaari harbour","2023","5","3","09:10","14.6","8.1"
"Oulu Vihreäsaari harbour","2023","5","3","09:20","16.7","7.6"
"Oulu Vihreäsaari harbour","2023","5","3","09:30","9.5","7.8"
"Oulu Vihreäsaari harbour","2023","5","3","09:40","24.8","7.4"
"Oulu Vihreäsaari harbour","2023","5","3","09:50","359.2","6.9"
"Oulu Vihreäsaari harbour","2023","5","3","10:00","299.8","7.9"
"Oulu Vihreäsaari harbour","2023","5","3","10:10","4","7.1"
"Oulu Vihreäsaari harbour","2023","5","3","10:20","1.8","7"
"Oulu Vihreäsaari harbour","2023","5","3","10:30","122.5","5.8"
"Oulu Vihreäsaari harbour","2023","5","3","10:40","8.2","5.6"
"Oulu Vihreäsaari harbour","2023","5","3","10:50","11.6","6.6"
"Oulu Vihreäsaari harbour","2023","5","3","11:00","315.2","6.2"
"Oulu Vihreäsaari harbour","2023","5","3","11:10","324.3","9"
"Oulu Vihreäsaari harbour","2023","5","3","11:20","326.6","10.5"
"Oulu Vihreäsaari harbour","2023","5","3","11:30","326","11.2"
"Oulu Vihreäsaari harbour","2023","5","3","11:40","326","11.6"
"Oulu Vihreäsaari harbour","2023","5","3","11:50","327","11.5"
"Oulu Vihreäsaari harbour","2023","5","3","12:00","327.4","11.3"
"Oulu Vihreäsaari harbour","2023","5","3","12:10","325.9","11"
"Oulu Vihreäsaari harbour","2023","5","3","12:20","326","11"
"Oulu Vihreäsaari harbour","2023","5","3","12:30","325.4","10.7"
"Oulu Vihreäsaari harbour","2023","5","3","12:40","325.2","10.4"
"Oulu Vihreäsaari harbour","2023","5","3","12:50","318.2","9.8"
"Oulu Vihreäsaari harbour","2023","5","3","13:00","315.7","9.8"
"Oulu Vihreäsaari harbour","2023","5","3","13:10","317.8","9.6"
"Oulu Vihreäsaari harbour","2023","5","3","13:20","318.2","9.6"
"Oulu Vihreäsaari harbour","2023","5","3","13:30","321.4","9.3"
"Oulu Vihreäsaari harbour","2023","5","3","13:40","322.2","9.7"
"Oulu Vihreäsaari harbour","2023","5","3","13:50","323.1","10.3"
"Oulu Vihreäsaari harbour","2023","5","3","14:00","320.7","10"
"Oulu Vihreäsaari harbour","2023","5","3","14:10","320.5","9.8"
"Oulu Vihreäsaari harbour","2023","5","3","14:20","311.6","8.8"
"Oulu Vihreäsaari harbour","2023","5","3","14:30","308.7","9.7"
"Oulu Vihreäsaari harbour","2023","5","3","14:40","307.3","9.6"
"Oulu Vihreäsaari harbour","2023","5","3","14:50","304.6","9.3"
"Oulu Vihreäsaari harbour","2023","5","3","15:00","304.1","9.4"
